Customer ID,Title,First Name,Middle Name,Last Name,Suffix,Street Address1,Street Address2,City-ZipCode-State,Birth Date,Gender,Marital Status,Home Owner Status,Number of Cars Owned,Number of Children At Home,Total Number of Children,Annual Income,Avg Monthly Spend,eBook Subscriber Flag,Occupation_Management,Occupation_Manual,Occupation_Professional,Occupation_Skilled Manual,Education Level_Graduate Degree,Education Level_High School,Education Level_Partial College,Education Level_Partial High School
11034,,Ebony,,Gonzalez,,5167 Condor Place,,Stockton-95201-California,6/19/47,F,M,1,2,0,4,-1.2173564951521252,-1.4152878451205662,0,False,False,False,True,False,True,False,False
11035,,Wendy,,Dominguez,,1873 Mt. Whitney Dr,,Anchorage-99501-Alaska,2/24/48,F,M,1,2,1,2,-1.678047658503234,-0.8790492534991328,0,False,False,False,False,False,False,False,True
11036,,Jennifer,C,Russell,,3981 Augustine Drive,,Lexington-40502-Kentucky,12/18/78,F,M,1,2,0,0,0.2708602815544256,-0.7815513277497813,0,False,False,False,True,False,False,True,False
11037,,Chloe,M,Garcia,,8915 Woodside Way,,Bakersfield-93301-California,11/27/77,F,S,0,2,0,0,-0.6943910522037169,-1.074045104997836,0,False,False,False,False,False,False,False,True
15127,,Wesley,K,Yang,,74 Jamie Way,,Newark-7101-New Jersey,2/14/75,M,S,0,2,0,0,1.4589991994315596,0.24217689261840974,1,False,False,True,False,False,False,False,False
11040,,Jesse,,Murphy,,3350 Kingswood Circle,,Atlanta-30301-Georgia,8/1/77,M,M,1,2,0,0,-0.4920395970708322,-0.14781481037899635,0,False,False,False,True,False,False,True,False
11041,,Amanda,M,Carter,,5826 Escobar,,Plano-75023-Texas,10/16/77,F,M,1,2,0,0,0.091868340196918,-0.830300290624457,0,False,False,False,True,False,False,True,False
11042,,Megan,J,Sanchez,,1397 Paraiso Ct.,,Albuquerque-87101-New Mexico,6/13/77,F,M,1,2,0,0,-0.10915132965800906,-0.635304439125754,0,False,False,False,True,False,False,True,False
11043,,Nathan,M,Simmons,,1170 Shaw Rd,,Wichita-67201-Kansas,2/24/76,M,M,1,2,0,0,0.09133562608573494,0.4371727441171128,0,False,False,False,True,False,False,True,False
11044,,Adam,L,Flores,,6935 Candle Dr,,El Paso-79901-Texas,5/24/49,M,M,1,2,1,2,-1.3508013800034813,0.38842378124243704,0,False,False,False,False,False,False,False,True
11045,,Leonard,G,Nara,,7466 La Vista Ave.,,Santa Ana-92701-California,5/19/50,M,S,0,2,0,3,-0.6192517268213465,-0.24531273612834786,0,False,False,False,True,False,True,False,False
11046,,Christine,,Yuan,,2356 Orange St,,Indianapolis-46201-Indiana,3/22/50,F,M,1,2,0,3,-0.6372041923682156,-0.9765471792484843,0,False,False,False,True,False,True,False,False
11047,,Jaclyn,D,Lu,,2812 Mazatlan,,Honolulu-96801-Hawaii,2/27/50,F,M,0,2,0,3,-0.8518879791749882,-1.220291993621863,0,False,False,False,True,False,True,False,False
11049,,Carol,C,Rai,,6064 Madrid,,Fort Wayne-46801-Indiana,7/18/80,F,S,1,2,0,0,-0.7004906287767629,-1.3177899193712146,1,False,False,False,False,False,False,False,True
11050,,Alan,,Zheng,,2741 Gainborough Dr.,,Cleveland-44101-Ohio,9/7/51,M,M,1,2,0,3,-0.42979195317909186,0.24217689261840974,0,False,False,False,True,False,True,False,False
11051,,Daniel,,Johnson,,8085 Sunnyvale Avenue,,Denver-80201-Colorado,8/4/51,M,S,0,2,0,3,-0.765481750341096,-0.1965637732536721,0,False,False,False,True,False,True,False,False
11052,,Heidi,,Lopez,,2514 Via Cordona,,Arlington-76010-Texas,8/7/51,F,S,0,2,0,2,-0.6374172780126889,-0.9277982163738085,0,False,False,False,False,False,False,True,False
11053,,Ana,E,Price,,1660 Stonyhill Circle,,Miami-33101-Florida,8/20/80,F,M,0,2,0,0,0.44955923015078253,-0.830300290624457,0,False,False,False,True,False,False,True,False
11054,,Deanna,,Munoz,,5825 B Way,,Aurora-80010-Colorado,3/10/52,F,M,1,2,0,2,-0.6579800427043548,-1.220291993621863,0,False,False,False,True,False,False,True,False
11055,,Gilbert,,Raje,,8811 The Trees Dr.,,Riverside-92501-California,3/5/52,M,M,1,2,0,2,-0.5663265798753097,0.33967481836776126,0,False,False,False,True,False,False,True,False
11056,,Michele,L,Nath,,5464 Janin Pl.,,Jacksonville-32099-Florida,4/3/53,F,M,1,2,0,3,-0.9624261572454728,-1.074045104997836,0,False,False,False,True,False,False,True,False
11057,,Carl,J,Andersen,,6930 Lake Nadine Place,,Los Angeles-90001-California,10/12/53,M,M,1,2,0,2,1.1937874791790741,0.6809175584904916,0,True,False,False,False,True,False,False,False
11058,,Marc,,Diaz,,6645 Sinaloa,,Baltimore-21201-Maryland,4/27/54,M,M,1,2,0,2,1.2055604610362196,0.9246623728638704,0,False,False,False,True,False,False,True,False
11059,,Ashlee,J,Andersen,,8255 Highland Road,,Jacksonville-32099-Florida,4/1/54,F,S,1,2,0,2,0.32580974212295805,-1.1227940678725117,0,False,False,False,True,False,False,True,False
11060,,Jon,L,Zhou,,6574 Hemlock Ave.,,San Diego-92101-California,3/17/54,M,M,1,2,0,2,1.109299021145441,0.9246623728638704,0,False,False,False,True,False,False,True,False
11061,,Todd,M,Gao,,8808 Geneva Ave,,Tulsa-74101-Oklahoma,2/27/54,M,M,1,2,0,2,0.9586474705028721,0.7784154842398432,1,False,False,False,True,False,False,True,False
11062,,Noah,D,Powell,,9794 Marion Ct,,Tampa-33601-Florida,9/2/75,M,M,1,2,0,0,-0.6013258969800366,0.14467896686905823,0,False,False,False,True,False,True,False,False
11063,,Angela,,Murphy,,4927 Virgil Street,# 21,Colorado Springs-80901-Colorado,4/7/75,F,S,1,2,0,0,-0.6688740462780485,-1.3665388822458904,0,False,False,False,True,False,True,False,False
11064,,Chase,,Reed,,2721 Alexander Pl.,,Fresno-93701-California,12/7/75,M,M,1,2,0,0,-0.43722331503009554,0.38842378124243704,0,False,False,False,True,False,True,False,False
11065,,Jessica,,Henderson,,9343 Ironwood Way,,Omaha-68101-Nebraska,10/9/73,F,M,0,2,0,0,-0.03550360378695124,-0.9765471792484843,1,False,False,False,True,False,False,True,False
11066,,Grace,T,Butler,,4739 Garden Ave.,,Charlotte-28201-North Carolina,11/27/73,F,M,1,2,0,0,-0.3471946302401587,-0.8790492534991328,0,False,False,True,False,False,False,True,False
11067,,Caleb,F,Carter,,9563 Pennsylvania Blvd.,,Seattle-98101-Washington,9/25/76,M,S,1,2,0,0,0.568088119889013,0.09593000399438247,1,False,False,True,False,False,False,True,False
11070,,Willie,T,Raji,,6260 Vernal Drive,,Albuquerque-87101-New Mexico,4/5/55,M,M,1,2,0,2,0.9365664705943344,0.9246623728638704,0,False,False,False,True,False,True,False,False
11071,,Linda,,Serrano,,9808 Shaw Rd.,,Louisville-40201-Kentucky,6/26/55,F,S,1,2,0,2,0.8522644624996154,-0.830300290624457,0,False,False,False,True,False,True,False,False
11072,,Casey,,Luo,,9513 Roslyn Drive,,Fort Wayne-46801-Indiana,2/6/55,F,S,0,2,0,2,0.6106253416669802,-0.7815513277497813,0,False,False,False,True,False,True,False,False
11073,,Amy,,Ye,,2262 Kirkwood Ct.,,Colorado Springs-80901-Colorado,8/14/56,F,S,1,2,0,2,-0.4209755346390122,-0.830300290624457,0,False,False,False,True,False,True,False,False
11074,,Levi,A,Arun,,4661 Bluetail,,Atlanta-30301-Georgia,8/28/56,M,S,1,2,0,2,0.5117536026314046,0.29092585549308553,0,False,False,False,True,False,True,False,False
11075,,Felicia,L,Jimenez,,786 Eastgate Ave,,Cincinnati-45201-Ohio,11/16/57,F,S,1,2,0,2,0.6503391786556771,-0.830300290624457,0,False,False,True,False,False,True,False,False
11076,,Blake,,Anderson,,5436 Clear,# 101,Fort Wayne-46801-Indiana,7/13/57,M,S,1,2,0,2,0.9941262303076639,0.24217689261840974,0,False,False,True,False,False,True,False,False
11077,,Leah,,Ye,,1291 Arguello Blvd.,,Jacksonville-32099-Florida,9/19/57,F,S,0,2,0,2,0.9058022306735128,-0.635304439125754,0,False,False,True,False,False,True,False,False
11078,,Gina,E,Martin,,1349 Sol St.,,San Jose-95101-California,1/10/74,F,S,0,2,0,0,-0.6828577916966037,-0.9765471792484843,1,False,False,True,False,False,True,False,False
11079,,Donald,,Gonzalez,,4236 Malibu Place,,Houston-77001-Texas,3/11/59,M,S,1,2,0,0,2.6029228460805,0.9246623728638704,0,True,False,False,False,True,False,False,False
11080,,Damien,,Chander,,9941 Stonehedge Dr.,,Washington-20001-DC,7/17/59,M,M,1,2,0,0,2.8465330091245127,1.1684071872372492,1,True,False,False,False,True,False,False,False
11081,,Savannah,C,Baker,,1210 Trafalgar Circle,,Miami-33101-Florida,7/24/66,F,M,1,3,2,2,1.9547429512985137,0.38842378124243704,0,True,False,False,False,False,False,False,False
11082,,Angela,L,Butler,,6040 Listing Ct,,Fort Worth-76101-Texas,8/4/66,F,S,0,3,1,1,1.9975731658376317,-0.29406169900302365,1,True,False,False,False,True,False,False,False
11083,,Alyssa,F,Cox,,867 La Orinda Place,,El Paso-79901-Texas,3/15/66,F,M,1,3,1,1,2.3756936419553663,-0.0015679217549690598,1,True,False,False,False,True,False,False,False
11085,,Emily,,Johnson,,7926 Stephanie Way,,Kansas City-64101-Missouri,7/19/57,F,S,0,2,0,2,-0.20831606145473536,-1.0252961421231601,0,False,False,True,False,False,True,False,False
11086,,Ryan,,Brown,,2939 Wesley Ct.,,Nashville-37201-Tennessee,12/23/57,M,M,1,0,1,2,0.6156328543121009,1.4609009644853037,0,False,False,True,False,False,False,True,False
11088,,Hunter,,Davis,,4308 Sand Pointe Lane,,Baltimore-21201-Maryland,11/25/57,M,M,1,0,1,2,1.4699997458274898,1.7533947417333584,0,True,False,False,False,False,False,False,False
11089,,Abigail,M,Price,,2685 Blackburn Ct,,Fort Worth-76101-Texas,2/5/57,F,S,1,1,1,2,0.45302187187347237,-0.5378065133764024,1,True,False,False,False,False,False,False,False
11090,,Trevor,,Bryant,,5781 Sharon Dr.,,Mesa-85201-Arizona,12/17/57,M,S,1,1,0,2,1.043109292830946,0.38842378124243704,0,False,False,True,False,False,False,True,False
11091,,Dalton,,Perez,,6083 San Jose,,Oklahoma City-73101-Oklahoma,4/4/57,M,M,1,1,0,2,1.0147955378215665,0.6809175584904916,0,False,False,True,False,False,False,True,False
11093,,Aimee,A,He,,1833 Olympic Drive,,Lincoln-68501-Nebraska,9/10/67,F,M,1,0,0,0,0.855487382872273,-0.48905755050172667,0,True,False,False,False,True,False,False,False
11094,,Cedric,W,Ma,,3407 Oak Brook Place,,Raleigh-27601-North Carolina,4/1/62,M,S,0,1,0,1,0.3773231966743598,0.48592170699178855,1,False,False,False,True,False,False,True,False
11095,,Chad,,Kumar,,1681 Lighthouse Way,,Oakland-94601-California,9/1/62,M,S,1,1,0,1,0.9061218591402226,0.4371727441171128,0,False,False,False,True,False,False,True,False
11096,,Andrés,,Anand,,5423 Los Gatos Ct.,,Anchorage-99501-Alaska,8/10/62,M,M,1,1,0,1,0.8590032960060812,0.9246623728638704,1,False,False,True,False,False,False,False,False
11097,,Edwin,R,Nara,,719 William Way,,Newark-7101-New Jersey,10/27/61,M,M,1,1,0,1,0.6338783126201207,0.5834196327411401,0,False,False,False,True,False,False,True,False
11098,,Mallory,S,Rubio,,6452 Harris Circle,,Lexington-40502-Kentucky,5/1/61,F,S,0,1,0,1,0.21271453631879478,-0.6840534020004297,0,False,False,False,True,False,False,True,False
11099,,Adam,,Ross,,4378 Westminster Place,,Denver-80201-Colorado,3/8/61,M,M,1,1,0,1,0.7762994302449113,0.7296665213651674,1,False,False,True,False,False,False,False,False
11100,,Latasha,L,Navarro,,6954 Ranch Road,,Chula Vista-91910-California,9/15/60,F,S,1,1,0,1,-0.21843762956721346,-1.074045104997836,0,False,False,False,True,False,False,True,False
11101,,Abby,L,Sai,,7074 N. Spoonwood Court,,Virginia Beach-23450-Virginia,5/8/65,F,S,0,1,0,0,0.014624794075374545,-1.0252961421231601,1,False,False,True,False,False,False,False,False
11102,,Julia,L,Nelson,,2196 Coat Ct.,,Irvine-92602-California,4/21/65,F,S,1,4,5,5,0.5445954275858401,1.0221602986132219,1,False,False,True,False,False,False,False,False
11103,,Cassie,,Chande,,9448 San Marino Ct.,,San Diego-92101-California,10/17/64,F,S,1,1,0,0,0.27610751554957874,-0.9277982163738085,0,False,False,True,False,False,False,False,False
11104,,Edgar,A,Sara,,6127 Lilly Lane,,Newark-7101-New Jersey,3/11/64,M,M,0,1,0,0,0.738450092645355,0.8271644471145189,0,False,False,True,False,False,False,False,False
11105,,Candace,,Fernandez,,5029 Blue Ridge,,Cleveland-44101-Ohio,12/28/64,F,S,0,1,0,0,0.3655502148172142,-0.7815513277497813,0,False,False,True,False,False,False,False,False
11106,,Jessie,,Liu,,3063 Blue Jay Drive,,Oklahoma City-73101-Oklahoma,9/11/64,M,S,0,1,0,0,0.614247797623025,0.29092585549308553,1,False,False,True,False,False,False,False,False
11107,,Bianca,,Lin,,7530 Eola,,Greensboro-27401-North Carolina,9/9/59,F,M,1,1,0,1,1.1345763057210771,-0.6840534020004297,1,False,False,True,False,False,False,False,False
11109,,Ruben,D,Kapoor,,1984 Glendale Circle,,Atlanta-30301-Georgia,11/5/63,M,S,0,2,0,0,0.8568724395613488,0.5346706698664643,1,False,False,True,False,False,False,False,False
11110,,Curtis,,Yang,,4052 Mt. Wilson Way,,Louisville-40201-Kentucky,6/6/62,M,M,1,1,0,1,0.06102419315941893,0.29092585549308553,1,False,False,False,True,False,False,True,False
11111,,Meredith,T,Gutierrez,,7610 Northridge Ct.,,Phoenix-85001-Arizona,2/23/62,F,M,1,1,0,1,-0.3201327533920593,-0.5865554762510782,1,False,False,False,True,False,False,True,False
11112,,Crystal,C,Wang,,2773 Kirkwood Dr,,Las Vegas-89101-Nevada,9/9/62,F,M,1,1,0,1,-0.041816266004470484,-0.830300290624457,0,False,False,False,True,False,False,True,False
16475,,Kurt,L,Anand,,Heiderweg 4983,,Albuquerque-87101-New Mexico,12/13/73,M,S,0,2,0,0,-1.4919173480558736,-0.3428106618776994,0,False,True,False,False,False,False,False,True
11117,,April,,Deng,,485 Ash Lane,,Tucson-85701-Arizona,2/21/61,F,M,1,3,4,5,-0.038486802809576365,0.7784154842398432,1,False,False,False,True,False,False,True,False
11119,,Evan,V,James,,4157 Sierra Ridge,,Indianapolis-46201-Indiana,4/10/35,M,S,0,2,0,2,-0.6297461948116528,-0.48905755050172667,0,False,False,False,False,False,False,True,False
11120,,Beth,H,Jiménez,,7401 Las Palmas,,Albuquerque-87101-New Mexico,8/9/36,F,S,1,1,0,2,-0.597730076729551,-1.5127857708699177,0,True,False,False,False,False,False,False,False
11124,,Ross,F,Jordan,,6973 Dublin Court,,Pittsburgh-15201-Pennsylvania,7/27/57,M,S,1,1,0,1,0.8564462682724024,0.5834196327411401,1,False,False,False,True,False,False,True,False
11125,,Dana,J,Navarro,,8481 Zartop Street,,Plano-75023-Texas,4/8/56,F,S,1,1,0,1,-0.23947983695894426,-1.074045104997836,0,False,False,False,True,False,False,True,False
11126,,Shaun,,Carson,,57 Wolf Way,,Chicago-60601-Illinois,4/7/49,M,M,0,2,1,2,-1.115075385804978,0.33967481836776126,0,False,False,False,True,False,True,False,False
11127,,Jan,,Edwards,,9409 The Alameda,,Detroit-48201-Michigan,10/21/75,F,M,1,1,0,0,-0.7629247226074174,-1.074045104997836,0,False,False,False,True,False,True,False,False
11129,,Julia,M,Wright,,7397 Central Blvd.,,Seattle-98101-Washington,8/5/75,F,S,1,1,0,0,-1.1346526293909553,-1.5127857708699177,0,False,False,False,True,False,True,False,False
11130,,Caroline,L,Russell,,3884 Bates Court,,Toledo-43601-Ohio,1/6/80,F,M,1,2,0,0,-1.061217989164371,-0.9765471792484843,0,False,False,False,True,False,True,False,False
11131,,Amanda,,Rivera,,9573 Royal Oak Rd.,,Oakland-94601-California,3/12/80,F,M,0,2,0,0,-0.9443671488763671,-1.1715430307471875,0,False,False,False,True,False,True,False,False
11132,,Melissa,E,Richardson,,6832 Fruitwood Dr,,Wichita-67201-Kansas,10/26/80,F,S,0,2,0,0,-0.8145713556866149,-1.3665388822458904,0,False,False,False,True,False,True,False,False
11133,,Angela,,Griffin,,3828 Baltic Sea Ct,,Atlanta-30301-Georgia,9/8/80,F,S,0,2,0,0,-1.004457300617816,-1.659032659493945,0,False,False,False,False,False,False,False,True
11134,,Larry,D,Townsend,,7034 Carson,,New Orleans-70112-Louisiana,2/26/46,M,S,1,2,0,5,-1.2921495563622267,-0.1965637732536721,1,False,False,False,True,False,True,False,False
11135,,Marcus,L,Harris,,9068 Quiet Place Drive,,Boston-2101-Massachusetts,11/3/79,M,S,0,2,0,0,-0.2692319200685181,-0.24531273612834786,0,False,False,False,False,False,False,False,True
11136,,Brianna,D,Morgan,,9005 Eagle Ct.,,El Paso-79901-Texas,10/26/78,F,S,0,2,0,0,-0.9640509352845811,-1.074045104997836,0,False,False,False,True,False,True,False,False
11137,,Jasmine,A,Taylor,,2457 Matterhorn Court,,Colorado Springs-80901-Colorado,7/20/78,F,M,1,2,0,0,-0.84994357266917,-1.0252961421231601,0,False,False,False,True,False,True,False,False
11138,,Lauren,,Davis,,8105 Pembrook Court,,Fort Wayne-46801-Indiana,9/15/78,F,M,0,2,0,0,-0.6911681318310594,-1.1227940678725117,0,False,False,False,True,False,True,False,False
11139,,Tanya,,Moreno,,6155 Wilbur Drive,,Durham-27701-North Carolina,11/9/38,F,S,0,2,0,2,-1.2548329328738534,-1.4152878451205662,0,False,False,False,False,False,False,True,False
11140,,Javier,L,Alvarez,,8935 Etcheverry Dr.,,Newark-7101-New Jersey,2/11/77,M,S,0,2,0,0,-0.26869920595733504,0.0471810411197067,0,False,False,False,False,False,False,False,True
11141,,Nicole,,Ramirez,,1101 C Street,,Miami-33101-Florida,6/21/77,F,M,0,2,0,0,-1.113503879176988,-1.220291993621863,0,False,False,False,True,False,True,False,False
11142,,Eduardo,,Patterson,,6255 Macalvey Dr.,,Minneapolis-55401-Minnesota,8/14/77,M,S,0,2,0,0,-0.2991970888225651,0.24217689261840974,1,False,False,False,True,False,True,False,False
11143,,Jonathan,M,Henderson,,165 East Lane Road,,San Diego-92101-California,2/4/77,M,M,1,2,0,0,-0.8271700444160942,0.09593000399438247,0,False,False,False,True,False,True,False,False
11144,,Edward,,Hernandez,,7607 Pine Hollow Road,,New York-10001-New York,9/9/79,M,S,0,2,0,0,-0.5269323713533225,-0.1965637732536721,0,False,False,False,True,False,True,False,False
11145,,Jasmine,L,Coleman,,1961 Oak Grove Road,,Baltimore-21201-Maryland,12/8/79,F,S,0,2,0,0,-1.1994040296052562,-1.5127857708699177,0,False,False,False,True,False,True,False,False
11146,,Karla,L,Goel,,3272 Corrie Lane,,San Antonio-78201-Texas,8/26/39,F,S,1,2,0,2,-0.20741044746572415,-1.0252961421231601,0,True,False,False,False,False,False,False,False
11147,,Ernest,L,Wu,,1832 RiverRock Dr,,Tucson-85701-Arizona,2/5/39,M,M,1,1,0,2,1.3182028598458775,0.48592170699178855,0,True,False,False,False,True,False,False,False
11148,,Ross,,Vazquez,,1201 Paso Del Rio Way,,Houston-77001-Texas,8/16/41,M,M,1,2,0,2,-0.3055097510400843,-0.05031688462964482,0,True,False,False,False,False,False,False,False
11149,,Theodore,,Gill,,9120 Pinewood Court,,Irvine-92602-California,4/20/41,M,M,1,2,0,2,0.20581588857897418,0.14467896686905823,0,True,False,False,False,False,False,False,False
11150,,Russell,M,Shen,,4755 Easley Drive,,Dallas-75201-Texas,3/15/41,M,S,1,2,0,2,0.08347809294578483,0.0471810411197067,0,True,False,False,False,False,False,False,False
11151,,Melinda,G,Gill,,805 Rainier Dr.,,Tucson-85701-Arizona,2/25/42,F,S,0,1,0,2,0.5237663058385825,-1.074045104997836,0,True,False,False,False,True,False,False,False
11152,,James,J,Williams,,6827 Seagull Court,,Atlanta-30301-Georgia,1/10/76,M,S,1,2,0,0,-0.3241014735203731,0.193427929743734,1,False,False,False,True,False,True,False,False
11153,,Angela,R,James,,8877 Weatherly Drive,,Stockton-95201-California,6/23/76,F,M,1,2,0,0,-0.9986240811003615,-1.2690409564965388,0,False,False,False,True,False,True,False,False
11154,,Megan,G,Walker,,6898 Holiday Hills,,Long Beach-90801-California,8/21/76,F,S,1,1,0,0,-1.1012780903253367,-1.464036807995242,0,False,False,False,True,False,False,True,False
11155,,Hunter,J,Robinson,,8356 Mori Court,,Louisville-40201-Kentucky,1/26/76,M,S,0,1,0,0,-0.37311117174921443,-0.0015679217549690598,1,False,False,False,True,False,False,True,False
11157,,Hannah,E,Long,,1832 Preston Ct.,,Orlando-32801-Florida,6/11/75,F,M,1,2,0,0,-0.7746177973478855,-0.8790492534991328,0,False,False,False,True,False,True,False,False
11158,,Jason,K,Wright,,6771 Bundros Court,,Columbus-43085-Ohio,10/8/75,M,S,1,2,0,0,-0.46471136316714134,-0.14781481037899635,0,False,False,False,True,False,True,False,False
11159,,Brianna,A,Hughes,,6793 Bonifacio St.,,Durham-27701-North Carolina,9/17/75,F,S,0,2,0,0,-1.13702320718572,-1.3665388822458904,0,False,False,False,True,False,True,False,False
11160,,Maurice,M,Tang,,2886 Chaparral Court,Space # 45,Long Beach-90801-California,1/8/74,M,S,0,1,0,0,-0.5403567669551356,0.0471810411197067,0,False,False,False,True,False,False,True,False
11161,,Emily,,Wood,,1562 Black Walnut,,Newark-7101-New Jersey,4/22/74,F,S,0,1,0,0,-0.7643630507076117,-1.1715430307471875,1,False,False,False,True,False,False,True,False
11163,,Gabriel,,Wang,,8002 Crane Court,,Milwaukee-53201-Wisconsin,12/20/74,M,M,1,1,0,0,-0.4765642521409644,-0.09906584750432058,0,False,False,False,True,False,False,True,False
11164,,Devin,,Brooks,,4231 Highland Dr.,,Seattle-98101-Washington,5/5/74,M,S,0,1,0,0,-0.6865335190637668,-0.1965637732536721,1,False,False,False,True,False,False,True,False
11165,,Jocelyn,,Alexander,,3376 Bank Way,,Atlanta-30301-Georgia,7/18/73,F,M,0,1,0,0,0.38443493005865365,-0.7815513277497813,0,False,False,False,True,False,False,True,False
